"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Full body Gonçalo e Sofi","14 Mar 2025, 08:02","14 Mar 2025, 09:07","","Chest Dip",,"",1,"normal",,3,,,
"Full body Gonçalo e Sofi","14 Mar 2025, 08:02","14 Mar 2025, 09:07","","Chest Dip",,"",2,"normal",,3,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",0,"normal",20,10,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",1,"normal",50,5,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",2,"normal",60,5,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",0,"normal",80,3,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",1,"normal",90,3,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",2,"normal",100,5,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",0,"normal",80,3,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",1,"normal",80,3,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Squat (Barbell)",,"",2,"normal",80,3,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Standing Leg Curls",,"",0,"normal",20,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Standing Leg Curls",,"",1,"normal",20,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Standing Leg Curls",,"",2,"normal",20,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Standing Leg Curls",,"",3,"normal",20,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Standing Leg Curls",,"",4,"normal",20,10,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Standing Leg Curls",,"",5,"normal",20,10,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Calf Press (Machine)",,"",0,"normal",60,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Calf Press (Machine)",,"",1,"normal",80,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Calf Press (Machine)",,"",2,"normal",80,12,,,
"legs pl","11 Mar 2025, 16:17","11 Mar 2025, 17:24","","Cycling",,"",0,"normal",,,,600,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Lat Pulldown (Machine)",,"",0,"normal",40,12,,,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Lat Pulldown (Machine)",,"",1,"normal",65,8,,,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Lat Pulldown (Machine)",,"",2,"normal",57.5,8,,,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Lat Pulldown (Cable)",,"",1,"normal",50,12,,,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",60,8,,,
"back sara e sofi","8 Mar 2025, 10:24","8 Mar 2025, 11:01","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,8,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Treadmill",,"",0,"normal",,,1.53,924,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Lateral Raise (Cable)",,"",0,"normal",3.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Lateral Raise (Cable)",,"",1,"normal",3.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Lateral Raise (Cable)",,"",2,"normal",3.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Lateral Raise (Cable)",,"",3,"normal",3.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Lateral Raise (Cable)",,"",4,"normal",3.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Lateral Raise (Cable)",,"",5,"normal",3.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Bicep Curl (Cable)",,"",0,"normal",16.25,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Bicep Curl (Cable)",,"",1,"normal",18.75,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Bicep Curl (Cable)",,"",2,"normal",18.75,10,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Triceps Extension (Dumbbell)",,"",0,"normal",7.5,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Triceps Extension (Dumbbell)",,"",1,"normal",7.5,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Triceps Extension (Dumbbell)",,"",2,"normal",7.2,10,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Triceps Extension (Dumbbell)",,"",3,"normal",7.5,10,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Triceps Extension (Dumbbell)",,"",4,"normal",15,12,,,
"workout @sofi","7 Mar 2025, 17:27","7 Mar 2025, 18:29","@sofiatorrado","Stretching",,"",0,"normal",,,,600,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"",1,"warmup",50,5,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"~ @75% rpe",0,"normal",70,5,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"~ @75% rpe",1,"normal",60,5,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"~ @75% rpe",2,"normal",60,5,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"~ @75% rpe",3,"normal",60,5,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"paused reps ~@65% rpe",0,"normal",50,3,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"paused reps ~@65% rpe",1,"normal",50,3,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Bench Press (Barbell)",,"paused reps ~@65% rpe",2,"normal",50,3,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Triceps Extension (Cable)",,"",0,"normal",12.5,12,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Triceps Extension (Cable)",,"",1,"normal",15,8,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Triceps Extension (Cable)",,"",2,"normal",12.5,9,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Butterfly (Pec Deck)",,"",1,"normal",50,9,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Butterfly (Pec Deck)",,"",2,"dropset",35,6,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Butterfly (Pec Deck)",,"",3,"normal",50,6,,,
"Chest pl","5 Mar 2025, 15:42","5 Mar 2025, 16:44","","Butterfly (Pec Deck)",,"",4,"dropset",35,7,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",0,"normal",20,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",1,"normal",40,7,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",2,"normal",60,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",0,"normal",80,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",1,"normal",80,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",2,"normal",80,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Squat (Barbell)",,"",3,"normal",80,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Pause Squat (Barbell)",,"",0,"normal",70,3,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Pause Squat (Barbell)",,"",1,"normal",70,3,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Pause Squat (Barbell)",,"",2,"normal",70,3,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Romanian Deadlift (Dumbbell)",,"",0,"normal",50,5,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Romanian Deadlift (Dumbbell)",,"",1,"normal",50,8,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Romanian Deadlift (Dumbbell)",,"",2,"normal",50,8,,,
"legs pl","4 Mar 2025, 17:29","4 Mar 2025, 18:43","","Treadmill",,"",0,"normal",,,1.17,707,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Incline Bench Press (Dumbbell)",,"",0,"warmup",20,12,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,8,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Incline Bench Press (Dumbbell)",,"",2,"warmup",60,6,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Incline Bench Press (Dumbbell)",,"",3,"normal",50,8,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Butterfly (Pec Deck)",,"",1,"normal",50,8,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Butterfly (Pec Deck)",,"",2,"normal",50,8,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Triceps Pushdown",,"",0,"normal",20,15,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Triceps Pushdown",,"",1,"normal",22.5,10,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Triceps Pushdown",,"",2,"normal",22.2,9,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Lateral Raise (Cable)",,"",0,"normal",3.75,12,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Lateral Raise (Cable)",,"",1,"normal",3.75,12,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Lateral Raise (Cable)",,"",2,"normal",3.75,12,,,
"Chest and tricep","17 Dec 2024, 10:14","17 Dec 2024, 10:54","","Lateral Raise (Cable)",,"",3,"normal",3.75,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Pull Up",,"",0,"normal",,9,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Pull Up",,"",1,"normal",,8,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",50,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",80,8,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Seated Cable Row - V Grip (Cable)",,"",2,"failure",70,8,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Single Arm Lat Pulldown",,"",0,"normal",20,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Single Arm Lat Pulldown",,"",1,"normal",20,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Lat Pulldown (Cable)",,"",0,"normal",60,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Lat Pulldown (Cable)",,"",1,"normal",60,9,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,11,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",40,8,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Bicep Curl (Cable)",,"",0,"normal",21.25,12,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Bicep Curl (Cable)",,"",1,"normal",18.75,10,,,
"Back and Bicep (DeadLift)","3 Dec 2024, 11:16","3 Dec 2024, 12:04","","Bicep Curl (Cable)",,"",2,"normal",21.75,8,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Press (Machine)",,"",0,"normal",53,15,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Press (Machine)",,"",1,"normal",123,12,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Press (Machine)",,"",2,"normal",223,12,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Press (Machine)",,"",3,"normal",273,9,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Standing Leg Curls",,"",0,"normal",20,12,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Standing Leg Curls",,"",1,"normal",20,12,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Standing Leg Curls",,"",2,"normal",25,12,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Standing Leg Curls",,"",3,"normal",25,10,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Standing Leg Curls",,"",4,"normal",25,9,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Standing Leg Curls",,"",5,"normal",25,9,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Extension (Machine)",,"",0,"normal",80,8,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Extension (Machine)",,"",1,"normal",85,9,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Leg Extension (Machine)",,"",2,"normal",80,7,,,
"legs","2 Dec 2024, 19:19","2 Dec 2024, 20:12","","Calf Press (Machine)",,"",0,"normal",75,12,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Bench Press (Barbell)",,"",1,"warmup",50,3,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Bench Press (Barbell)",,"",2,"warmup",50,8,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Bench Press (Barbell)",,"",3,"normal",70,4,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Bench Press (Barbell)",,"",4,"normal",70,4,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Bench Press (Barbell)",,"",5,"normal",60,9,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Single Arm Cable Crossover",,"",0,"normal",11.25,12,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Single Arm Cable Crossover",,"",1,"normal",11.25,12,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Single Arm Cable Crossover",,"",2,"normal",11.25,10,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Single Arm Cable Crossover",,"",3,"normal",11.25,10,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Cable Fly Crossovers",,"",0,"normal",22.5,12,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Incline Bench Press (Dumbbell)",,"",0,"normal",50,6,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,8,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Triceps Pushdown",,"",0,"normal",20,14,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Triceps Pushdown",,"",1,"normal",22.5,11,,,
"Chest and tricep","26 Nov 2024, 10:04","26 Nov 2024, 10:36","","Triceps Pushdown",,"",2,"normal",20,8,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Bench Press (Barbell)",,"",0,"normal",20,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Bench Press (Barbell)",,"",3,"normal",70,4,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Bench Press (Barbell)",,"",4,"normal",70,3,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Cable Fly Crossovers",,"",0,"normal",22.6,13,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Cable Fly Crossovers",,"",1,"normal",22.6,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Cable Fly Crossovers",,"",2,"normal",22.6,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Incline Bench Press (Dumbbell)",,"",0,"normal",50,6,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,6,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Triceps Extension (Cable)",0,"",0,"normal",16.25,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Triceps Extension (Cable)",0,"",1,"normal",16.25,9,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Triceps Pushdown",0,"",0,"normal",23.75,9,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Triceps Pushdown",0,"",1,"normal",23.75,7,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",6.25,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",6.25,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",6.25,12,,,
"Chest and tricep (back to flat?)","18 Nov 2024, 16:27","18 Nov 2024, 17:01","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",6.25,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Butterfly (Pec Deck)",,"",0,"normal",42.5,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Butterfly (Pec Deck)",,"",1,"normal",60,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Butterfly (Pec Deck)",,"",2,"normal",62.5,10,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Incline Bench Press (Barbell)",,"",0,"normal",20,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Incline Bench Press (Barbell)",,"",1,"normal",50,9,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Incline Bench Press (Barbell)",,"",2,"normal",50,9,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Incline Bench Press (Barbell)",,"",3,"normal",50,9,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Cable Fly Crossovers",,"",0,"normal",20.4,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Cable Fly Crossovers",,"",1,"normal",20.4,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Cable Fly Crossovers",,"",2,"normal",20.4,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Triceps Pushdown",,"",0,"normal",20,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Triceps Pushdown",,"",1,"normal",20,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Triceps Pushdown",,"",2,"normal",20,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Bicep Curl (Cable)",0,"",0,"normal",20,12,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Bicep Curl (Cable)",0,"",1,"normal",20,10,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Bicep Curl (Cable)",0,"",2,"normal",25,10,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Triceps Extension (Cable)",,"",0,"normal",15,8,,,
"Chest and tricep","12 Nov 2024, 10:04","12 Nov 2024, 10:42","","Triceps Extension (Cable)",,"",1,"normal",15,6,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Pull Up",,"",0,"normal",,6,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Pull Up",,"",1,"normal",,6,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Single Arm Lat Pulldown",,"",0,"normal",30,4,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Single Arm Lat Pulldown",,"",1,"dropset",20,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Single Arm Lat Pulldown",,"",2,"normal",30,4,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Single Arm Lat Pulldown",,"",3,"dropset",20,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Single Arm Lat Pulldown",,"",4,"normal",25,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Single Arm Lat Pulldown",,"",5,"normal",25,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Iso-Lateral Low Row",,"",0,"normal",60,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Iso-Lateral Low Row",,"",1,"normal",60,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Iso-Lateral Low Row",,"",2,"normal",30,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Iso-Lateral Low Row",,"",3,"normal",30,8,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Shrug (Cable)",,"",0,"normal",25,12,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Shrug (Cable)",,"",1,"normal",25,12,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Shrug (Cable)",,"",2,"normal",25,12,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",0,"normal",12.5,24,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",1,"normal",12.5,24,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",2,"normal",15,18,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Cable)",,"",0,"normal",15,3,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Cable)",,"",1,"normal",15,3,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Cable)",,"",2,"normal",10,12,,,
"back and bicep","6 Nov 2024, 20:17","6 Nov 2024, 21:08","@elisabetsvavars","Bicep Curl (Cable)",,"",3,"normal",10,12,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,15,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,8,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Incline Bench Press (Dumbbell)",,"",2,"normal",50,8,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Incline Bench Press (Dumbbell)",,"",3,"failure",55,5,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Butterfly (Pec Deck)",,"",0,"normal",50,13,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Butterfly (Pec Deck)",,"",1,"normal",60,9,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Butterfly (Pec Deck)",,"",2,"normal",60,8,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Chest Dip",,"",0,"normal",,4,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Chest Dip",,"",1,"normal",,3,,,
