"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Chest Dip",,"",2,"normal",,3,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Triceps Pushdown",,"",0,"normal",25,12,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Triceps Pushdown",,"",1,"normal",20,8,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Triceps Pushdown",,"",2,"normal",25,6,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Triceps Pushdown",,"",3,"dropset",15,8,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",5,10,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",5,10,,,
"Chest and tricep","29 Oct 2024, 10:19","29 Oct 2024, 11:04","","Triceps Extension (Dumbbell)",,"",0,"normal",15,10,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Iso-Lateral Row (Machine)",,"",0,"normal",50,12,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Iso-Lateral Row (Machine)",,"",1,"normal",50,12,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Iso-Lateral Row (Machine)",,"",2,"failure",50,14,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Single Arm Lat Pulldown",,"",0,"normal",32,8,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Single Arm Lat Pulldown",,"",1,"normal",32,8,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Single Arm Lat Pulldown",,"",2,"normal",25,9,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Single Arm Lat Pulldown",,"",3,"normal",25,9,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Single Arm Lat Pulldown",,"",4,"normal",25,8,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Single Arm Lat Pulldown",,"",5,"normal",25,8,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Shrug (Cable)",,"",0,"normal",25,12,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Shrug (Cable)",,"",1,"normal",25,12,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Shrug (Cable)",,"",2,"normal",25,12,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Preacher Curl (Barbell)",,"",0,"failure",17.5,8,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Preacher Curl (Barbell)",,"",1,"normal",17.5,12,,,
"Back and Bicep","28 Oct 2024, 11:34","28 Oct 2024, 12:07","","Preacher Curl (Barbell)",,"",2,"failure",17.5,8,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Incline Bench Press (Dumbbell)",,"longer bottom pause",0,"normal",40,12,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Incline Bench Press (Dumbbell)",,"longer bottom pause",1,"normal",50,8,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Incline Bench Press (Dumbbell)",,"longer bottom pause",2,"normal",50,8,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Incline Bench Press (Dumbbell)",,"longer bottom pause",3,"failure",55,5,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Cable Fly Crossovers",,"",0,"normal",18.2,12,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Cable Fly Crossovers",,"",1,"normal",20.4,12,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Cable Fly Crossovers",,"",2,"normal",20.4,12,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Chest Dip",,"",0,"normal",,4,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Chest Dip",,"",1,"normal",,3,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Chest Dip",,"",2,"normal",,3,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Pushdown",0,"",0,"normal",30,5,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Pushdown",0,"",1,"dropset",25,6,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Pushdown",0,"",2,"normal",25,10,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Pushdown",0,"",3,"normal",25,8,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Bicep Curl (Cable)",0,"",0,"normal",25,8,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Bicep Curl (Cable)",0,"",1,"normal",25,8,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Bicep Curl (Cable)",0,"",2,"failure",25,6,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Extension (Cable)",,"",0,"normal",15,10,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Extension (Cable)",,"",1,"normal",15,10,,,
"Chest and tricep","21 Oct 2024, 11:46","21 Oct 2024, 12:23","","Triceps Extension (Cable)",,"",2,"normal",15,6,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Lat Pulldown (Cable)",,"",1,"normal",60,12,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Lat Pulldown (Cable)",,"",2,"normal",60,9,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Iso-Lateral Low Row",,"3 and 4 single arm",0,"normal",60,8,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Iso-Lateral Low Row",,"3 and 4 single arm",1,"normal",50,10,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Iso-Lateral Low Row",,"3 and 4 single arm",2,"normal",30,10,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Iso-Lateral Low Row",,"3 and 4 single arm",3,"normal",30,10,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Shrug (Cable)",,"",0,"normal",22.6,12,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Shrug (Cable)",,"",1,"normal",25,12,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Shrug (Cable)",,"",2,"normal",25,12,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Bicep Curl (Cable)",,"",0,"normal",23.75,15,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Bicep Curl (Cable)",,"",1,"normal",33.25,1,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Bicep Curl (Cable)",,"",2,"normal",26.25,7,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Bicep Curl (Cable)",,"",3,"normal",23.75,10,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Cross Body Hammer Curl",,"",0,"normal",25,16,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Cross Body Hammer Curl",,"",1,"normal",25,16,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Bicep Curl (Dumbbell)",,"",0,"normal",25,10,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Leg Press (Machine)",,"random leg press",0,"normal",53,12,,,
"Back bicep and a random leg press","15 Oct 2024, 16:45","15 Oct 2024, 17:48","","Leg Press (Machine)",,"random leg press",1,"normal",203,10,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,12,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,8,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Incline Bench Press (Dumbbell)",,"",2,"normal",50,8,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Incline Bench Press (Dumbbell)",,"",3,"normal",55,7,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Cable Fly Crossovers",,"",0,"normal",18.2,11,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Cable Fly Crossovers",,"",1,"normal",18.2,9,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Cable Fly Crossovers",,"",2,"normal",18.2,9,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Chest Dip",,"",0,"failure",,5,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Chest Dip",,"",1,"failure",,4,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Chest Dip",,"",2,"failure",,2,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Triceps Pushdown",,"",0,"normal",22.5,12,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Triceps Pushdown",,"",1,"normal",22.5,12,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Triceps Extension (Cable)",,"most bottom position on technogym",0,"normal",15,8,,,
"Chest and tricep (coming back)","14 Oct 2024, 11:54","14 Oct 2024, 12:25","","Triceps Extension (Cable)",,"most bottom position on technogym",1,"normal",15,6,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Squat (Barbell)",,"",0,"normal",20,12,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Squat (Barbell)",,"",1,"normal",60,12,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Squat (Barbell)",,"",2,"normal",80,8,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Squat (Barbell)",,"",3,"normal",100,6,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Leg Extension (Machine)",,"",0,"normal",80,9,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Leg Extension (Machine)",,"",1,"normal",80,8,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Leg Extension (Machine)",,"",2,"normal",80,7,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Seated Leg Curl (Machine)",,"",0,"normal",72.5,10,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Seated Leg Curl (Machine)",,"",1,"normal",72.5,10,,,
"Legs and Shoulders (comeback)","30 Sep 2024, 11:47","30 Sep 2024, 12:26","","Seated Leg Curl (Machine)",,"",2,"normal",72.5,9,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Iso-Lateral Low Row",,"",0,"normal",30,12,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Iso-Lateral Low Row",,"",1,"normal",60,12,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Iso-Lateral Low Row",,"",2,"normal",60,12,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Iso-Lateral Low Row",,"",3,"normal",60,8,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Lat Pulldown",,"",0,"normal",25,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Lat Pulldown",,"",1,"normal",25,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Lat Pulldown",,"",2,"normal",15,15,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Lat Pulldown",,"",3,"normal",15,15,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Lat Pulldown",,"",4,"normal",20,11,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Lat Pulldown",,"",5,"normal",20,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",50,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",50,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",50,7,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Bicep Curl (Cable)",,"",0,"failure",25,7,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Bicep Curl (Cable)",,"",1,"normal",25,7,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Curl (Cable)",,"",0,"normal",9.1,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Curl (Cable)",,"",1,"normal",9.1,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Curl (Cable)",,"",2,"normal",9.1,10,,,
"Back and Biceps","25 Sep 2024, 15:09","25 Sep 2024, 15:48","","Single Arm Curl (Cable)",,"",3,"normal",9.1,8,,,
"corrida com 2/3 maninhos","24 Sep 2024, 19:38","24 Sep 2024, 20:24","","Running",,"",0,"normal",,,5.39,2268,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bench Press (Barbell)",,"",0,"normal",20,20,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bench Press (Barbell)",,"",2,"normal",60,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bench Press (Barbell)",,"",3,"normal",60,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bench Press (Barbell)",,"",4,"normal",60,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Cable Fly Crossovers",,"",0,"normal",16.8,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Cable Fly Crossovers",,"",1,"normal",22.6,10,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Cable Fly Crossovers",,"",2,"normal",22.6,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,9,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Lateral Raise (Cable)",,"",0,"normal",3.75,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Lateral Raise (Cable)",,"",1,"normal",3.75,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Lateral Raise (Cable)",,"",2,"normal",2.25,15,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Lateral Raise (Cable)",,"",3,"normal",2.25,15,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Lateral Raise (Cable)",,"",4,"normal",3.75,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Lateral Raise (Cable)",,"",5,"normal",3.75,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Triceps Pushdown",,"",0,"normal",25,11,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Triceps Pushdown",,"",1,"normal",25,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Triceps Pushdown",,"",2,"normal",20,12,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bicep Curl (Cable)",0,"",0,"normal",25,8,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bicep Curl (Cable)",0,"",1,"normal",25,6,,,
"Chest and tricep","24 Sep 2024, 11:45","24 Sep 2024, 12:53","","Bicep Curl (Cable)",0,"",2,"normal",20,9,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bench Press (Barbell)",,"",0,"normal",20,20,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bench Press (Barbell)",,"",1,"normal",50,15,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bench Press (Barbell)",,"",2,"normal",70,5,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bench Press (Barbell)",,"",3,"normal",60,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bench Press (Barbell)",,"",4,"normal",60,9,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",0,"normal",50,6,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",1,"dropset",40,6,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",2,"normal",40,5,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Butterfly (Pec Deck)",,"",0,"normal",52.5,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Butterfly (Pec Deck)",,"",1,"normal",50,11,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Lateral Raise (Cable)",,"",0,"normal",3.75,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Lateral Raise (Cable)",,"",1,"normal",3.75,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Lateral Raise (Cable)",,"",2,"normal",3.75,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Lateral Raise (Cable)",,"",3,"normal",3.75,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Lateral Raise (Cable)",,"",4,"normal",3.75,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Lateral Raise (Cable)",,"",5,"normal",3.75,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Triceps Pushdown",0,"",0,"normal",20,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Triceps Pushdown",0,"",1,"normal",22.5,8,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Triceps Pushdown",0,"",2,"normal",20,9,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bicep Curl (Cable)",0,"",0,"normal",20,12,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bicep Curl (Cable)",0,"",1,"normal",22.5,8,,,
"Evening workout 🏋️","6 Sep 2024, 17:42","6 Sep 2024, 19:14","@elisabetsvavars","Bicep Curl (Cable)",0,"",2,"normal",20,8,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Deadlift (Barbell)",,"70% 80%",0,"warmup",20,8,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Deadlift (Barbell)",,"70% 80%",1,"warmup",60,8,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Deadlift (Barbell)",,"70% 80%",2,"normal",90,5,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Deadlift (Barbell)",,"70% 80%",3,"normal",105,5,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",60,12,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,12,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Seated Cable Row - V Grip (Cable)",,"",2,"failure",60,11,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Lat Pulldown (Cable)",,"",1,"normal",60,9,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Lat Pulldown (Cable)",,"",2,"normal",50,12,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Bicep Curl (Dumbbell)",,"",0,"normal",12.5,24,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Bicep Curl (Dumbbell)",,"",1,"normal",25,12,,,
"Back and Bicep (DeadLift)","2 Sep 2024, 18:07","2 Sep 2024, 19:05","","Bicep Curl (Dumbbell)",,"",2,"failure",25,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Deadlift (Barbell)",,"70% 80% 90%",0,"warmup",20,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Deadlift (Barbell)",,"70% 80% 90%",1,"warmup",60,6,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Deadlift (Barbell)",,"70% 80% 90%",2,"normal",100,3,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Deadlift (Barbell)",,"70% 80% 90%",3,"normal",115,3,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Deadlift (Barbell)",,"70% 80% 90%",4,"normal",125,3,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Iso-Lateral Low Row",,"",0,"normal",60,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Iso-Lateral Low Row",,"",1,"normal",60,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Iso-Lateral Low Row",,"",2,"normal",60,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Pullover (Machine)",,"",0,"normal",50,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Pullover (Machine)",,"",1,"normal",50,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Pullover (Machine)",,"",2,"failure",50,8,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Lat Pulldown (Cable)",,"",0,"normal",60,12,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Lat Pulldown (Cable)",,"",1,"normal",60,10,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Lat Pulldown (Cable)",,"",2,"failure",60,8,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Preacher Curl (Barbell)",,"",0,"failure",22.5,8,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Preacher Curl (Barbell)",,"",1,"failure",22.5,7,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Preacher Curl (Barbell)",,"",2,"failure",22.5,6,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Single Arm Curl (Cable)",,"",0,"normal",10,8,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Single Arm Curl (Cable)",,"",1,"normal",10,8,,,
"Back and Bicep (DeadLift)","8 Aug 2024, 18:56","8 Aug 2024, 19:48","","Single Arm Curl (Cable)",,"",2,"normal",7.5,12,,,
